M1.D_b.cs Time [a],H,CA,HCO3,CO3,CO2aq,zsat,zcc,zsnow,Fburial,B,BNS,BDS_under,BDS_resp,BDS,BCC,BPDC,BD,Omega
54200.0,1.4740521334657209e-08,0.002344772937995429,0.002180539272196456,8.211683289948649e-05,2.91552708430883e-05,3437.0,4571.0,4571.0,9960535582903.89,60000000000000.0,9782384639819.215,13043375963286.408,5158418734536.63,18201794697823.04,22055285079453.855,0.0,50039464417096.11,1.2124686013249346
54400.0,1.4738202305740778e-08,0.0023448112263740814,0.0021805508467990058,8.213018978753782e-05,2.9150838772628966e-05,3438.0,4572.0,4572.0,9965593339692.969,60000000000000.0,9790637448693.39,13052398957568.889,5157752560846.069,18210151518414.957,22033617693198.68,0.0,50034406660307.03,1.2126658179832228
54600.0,1.4735991772622116e-08,0.0023448475865107217,0.0021805617452780894,8.214292061631615e-05,2.9146612212099018e-05,3438.0,4573.0,4573.0,9970037443568.406,60000000000000.0,9790637448693.39,13062954903714.045,5164418716659.219,18227373620373.266,22011951487364.94,0.0,50029962556431.59,1.2128537907729364
54800.0,1.473388336861691e-08,0.002344882205770778,0.002180572076892054,8.215506443936204e-05,2.914258003613242e-05,3439.0,4573.0,4573.0,9975504285289.766,60000000000000.0,9798896899940.268,13049287799410.635,5164359527994.389,18213647327405.023,22011951487364.94,0.0,50024495714710.234,1.2130330963260525
55000.0,1.4731878349935767e-08,0.0023449150844174096,0.002180581855855004,8.216661428120278e-05,2.9138744925499708e-05,3440.0,4574.0,4574.0,9979802176609.016,60000000000000.0,9807162995385.164,13060208085551.969,5162540269528.362,18222748355080.332,21990286472925.492,0.0,50020197823390.984,1.2132036316485644
55200.0,1.4729975465931546e-08,0.0023449462605501423,0.0021805911055230165,8.217757751356291e-05,2.9135104724317554e-05,3440.0,4574.0,4574.0,9984423355444.992,60000000000000.0,9807162995385.164,13048655138462.02,5169472037782.332,18218127176244.35,21990286472925.492,0.0,50015576644555.01,1.2133655055852026
55400.0,1.4728179006976372e-08,0.0023449757036601813,0.0021805998428997414,8.218793038021997e-05,2.913166815121746e-05,3441.0,4575.0,4575.0,9988217672881.953,60000000000000.0,9815435736853.371,13060833156941.934,5166890772469.556,18227723929411.49,21968622660853.19,0.0,50011782327118.05,1.213518367371418
55600.0,1.4726489874043335e-08,0.0023450034747196417,0.002180608134868419,8.21976699256113e-05,2.9128437886747705e-05,3442.0,4575.0,4575.0,9992674126682.547,60000000000000.0,9823715126170.217,13049692022440.451,5165296063853.6,18214988086294.05,21968622660853.19,0.0,50007325873317.45,1.2136621733678405
55800.0,1.472490327637173e-08,0.002345029679955826,0.0021806160312555028,8.220682435016152e-05,2.912540512490765e-05,3442.0,4576.0,4576.0,9995613922964.734,60000000000000.0,9823715126170.217,13064005130467.293,5169705758276.875,18233710888744.168,21946960062120.887,0.0,50004386077035.266,1.2137973399583972
56000.0,1.4723418983554635e-08,0.002345054353164176,0.0021806235618014916,8.221539568134214e-05,2.9122569811057845e-05,3443.0,4576.0,4576.0,9999579128794.602,60000000000000.0,9832001165161.002,13054092115892.604,5167367528030.905,18221459643923.508,21946960062120.887,0.0,50000420871205.4,1.21392389707904
56200.0,1.4722031044664523e-08,0.0023450776086641916,0.0021806307716584245,8.222341850288358e-05,2.911992078089747e-05,3443.0,4577.0,4577.0,10002041422016.75,60000000000000.0,9832001165161.002,13069597757256.66,5171060967864.129,18240658725120.79,21925298687701.457,0.0,49997958577983.25,1.2140423553642608
56400.0,1.4720718903369316e-08,0.002345099775978667,0.002180637754269074,8.223101085479655e-05,2.91174186250469e-05,3444.0,4577.0,4577.0,10005595441229.14,60000000000000.0,9840293855651.031,13060712709225.693,5168099306192.679,18228812015418.37,21925298687701.457,0.0,49994404558770.86,1.2141544576943146
56600.0,1.4719484044275084e-08,0.0023451207326019483,0.002180644411577594,8.223816051217722e-05,2.911506497310103e-05,3444.0,4577.0,4577.0,10008610495892.234,60000000000000.0,9840293855651.031,13053175072567.951,5172621888187.324,18225796960755.273,21925298687701.457,0.0,49991389504107.766,1.2142600235664776
56800.0,1.4718316977571878e-08,0.0023451406244179634,0.002180650781034358,8.224492169180272e-05,2.911284155668369e-05,3445.0,4578.0,4578.0,10010893473073.102,60000000000000.0,9848593199465.623,13069127768749.49,5167747010144.034,18236874778893.523,21903638548567.75,0.0,49989106526926.9,1.2143598535004192
57000.0,1.4717215066385763e-08,0.0023451595076086815,0.002180656887819682,8.22513098944998e-05,2.9110743498276777e-05,3445.0,4578.0,4578.0,10013588390544.64,60000000000000.0,9848593199465.623,13062390475070.648,5171789386351.339,18234179861421.99,21903638548567.75,0.0,49986411609455.36,1.2144541763684065
57200.0,1.4716357229265131e-08,0.0023451736664847744,0.0021806611370392944,8.225626472273999e-05,2.9109103412860125e-05,3445.0,4578.0,4578.0,10015678626848.36,60000000000000.0,9848593199465.623,13057164884311.352,5174924740806.917,18232089625118.27,21903638548567.75,0.0,49984321373151.64,1.2145273352257815
57400.0,1.471628054565241e-08,0.0023451765849466758,0.0021806630536650683,8.225676564080375e-05,2.910897731632652e-05,3445.0,4578.0,4578.0,10015889943380.695,60000000000000.0,9848593199465.623,13056636592980.506,5175241715605.425,18231878308585.93,21903638548567.75,0.0,49984110056619.305,1.2145347313637316
57600.0,1.4717185553311011e-08,0.0023451690567022664,0.0021806654603401874,8.225179818103947e-05,2.911079956011641e-05,3445.0,4578.0,4578.0,10013794378361.438,60000000000000.0,9848593199465.623,13061875505528.637,5172098368076.546,18233973873605.184,21903638548567.75,0.0,49986205621638.56,1.2144613859998168
57800.0,1.4719110754606267e-08,0.002345151964273323,0.0021806695740428663,8.224119511522827e-05,2.911466255836495e-05,3444.0,4577.0,4577.999961991936,10009890206736.062,60000000000000.0,9840293855651.031,13049975795458.375,5174541454453.069,18224517249911.445,21925298687701.457,0.0,49990109793263.94,1.2143048299817638
58000.0,1.4722053574207005e-08,0.002345125915688622,0.0021806759252032573,8.222499524268242e-05,2.912056832069204e-05,3443.0,4577.0,4577.999961991936,10002706766930.438,60000000000000.0,9832001165161.002,13067934394972.443,5172058985234.659,18239993380207.1,21925298687701.457,0.0,49997293233069.56,1.214065636187827
58200.0,1.4725883969477813e-08,0.002345093392063781,0.0021806854584375673,8.220396681310688e-05,2.912827227180689e-05,3442.0,4576.0,4577.9359732078165,9970427289702.203,60000000000000.0,9823715126170.217,13067018562793.777,5167897698880.984,18234916261674.76,21946960062120.887,23981260331.935658,50029572710297.8,1.2137551479517947
58400.0,1.4730982237499762e-08,0.002345051223357149,0.002180699157471669,8.217603294274011e-05,2.9138539856713103e-05,3440.0,4574.0,4577.776998836115,9911803028361.14,60000000000000.0,9807162995385.164,13050282792096.127,5168495445601.867,18218778237697.992,21990286472925.492,71969265630.21147,50088196971638.86,1.2133426997418808
58600.0,1.4737467116805903e-08,0.0023450019170539508,0.0021807205582712397,8.214067939135553e-05,2.915165332093993e-05,3438.0,4572.0,4577.505407693595,9849981362048.516,60000000000000.0,9790637448693.39,13041353171441.494,5164380032522.506,18205733203964.0,22033617693198.68,120030292095.4102,50150018637951.484,1.212820698716201
58800.0,1.4745215122707108e-08,0.0023449496623033396,0.0021807522411122814,8.20987105955291e-05,2.91674031282739e-05,3436.0,4570.0,4577.082555324416,9785266829746.977,60000000000000.0,9774138471492.428,13039366128739.637,5156069670169.227,18195435798908.863,22076953635157.61,168205264694.11356,50214733170253.02,1.2122010225136706
59000.0,1.4754403436345192e-08,0.0023448919284020727,0.0021807936456824345,8.204914135981909e-05,2.9186132593071994e-05,3433.0,4568.0,4576.550189011904,9740993428494.617,60000000000000.0,9749439791543.344,13046219921135.979,5150651729163.4375,18196871650299.414,22120294211019.387,192400918643.23926,50259006571505.38,1.2114691245608644
59200.0,1.4764676673219031e-08,0.0023448357918160493,0.0021808476291330764,8.199408134148644e-05,2.9207177371986083e-05,3429.0,4565.0,4575.850213189945,9670928189361.547,60000000000000.0,9716601075205.96,13035711466945.137,5150783901814.005,18186495368759.14,22185313571354.92,240661795318.42746,50329071810638.45,1.2106561542957006
59400.0,1.4775840537096013e-08,0.0023447838421738368,0.0021809145520520446,8.193464506089606e-05,2.9230158444383146e-05,3425.0,4562.0,4574.992890855769,9598922084281.484,60000000000000.0,9683868373987.258,13029747138181.133,5148077624588.096,18177824762769.227,22250342864193.28,289041914768.75146,50401077915718.516,1.2097785677954567
59600.0,1.4787792221217067e-08,0.0023447364075336948,0.002180993622312784,8.187139261045528e-05,2.9254862356431315e-05,3422.0,4559.0,4573.978554931897,9525535491534.07,60000000000000.0,9659388350220.455,13026878173699.836,5135255669599.26,18162133843299.094,22315381793267.31,337560521679.0671,50474464508465.93,1.2088446349170396
59800.0,1.4800478045329222e-08,0.00234469399766576,0.0021810847261328203,8.180463576646984e-05,2.9281181944461592e-05,3417.0,4556.0,4572.804965597852,9449858897327.898,60000000000000.0,9618720549626.688,13029331863938.11,5135422294624.547,18164754158562.656,22380430062309.832,386236332172.9263,50550141102672.1,1.2078589590891011
60000.0,1.4813846133928232e-08,0.0023446574733208573,0.00218118809650637,8.173468840724373e-05,2.930901830161211e-05,3413.0,4552.0,4571.46613881736,9349976995603.04,60000000000000.0,9586305192845.22,13010241102779.27,5127245082803.4,18137486185582.67,22467175104473.03,459056521496.0392,50650023004396.96,1.2068261747766438
60200.0,1.4828054121311742e-08,0.002344623467882804,0.0021813021826206933,8.166064263105525e-05,2.933866310160277e-05,3408.0,4549.0,4569.9530477328135,9295307267296.0,60000000000000.0,9545934409827.836,13020174109097.912,5122614715938.247,18142788825036.16,22532244014625.285,483725483214.7205,50704692732704.0,1.2057328766607855
60400.0,1.4843780835540169e-08,0.0023445837176350173,0.002181426193054083,8.15787622904672e-05,2.937144956385103e-05,3403.0,4545.0,4568.273727599898,9189636472401.867,60000000000000.0,9505728317145.941,13014251242315.322,5114311635708.041,18128562878023.363,22619015502928.04,557056829500.7919,50810363527598.13,1.2045238999075012
60600.0,1.4861133765417613e-08,0.002344541933008296,0.00218156458416706,8.148867442061788e-05,2.940765139924158e-05,3398.0,4540.0,4566.396828895331,9081601846259.914,60000000000000.0,9465686686635.887,12992834715225.355,5102112679540.301,18094947394765.656,22727499674481.0,630264397857.5363,50918398153740.086,1.2031937376290043
60800.0,1.4880114400778655e-08,0.002344500350085253,0.002181719343542139,8.1390503271557e-05,2.9447299674576106e-05,3392.0,4535.0,4564.309890780189,8969530597193.883,60000000000000.0,9417853498836.172,12980561565229.473,5092206815056.15,18072768380285.625,22836004578283.324,703842945400.9923,51030469402806.12,1.2017442243978012
61000.0,1.4900643499272651e-08,0.002344461434124524,0.0021818918435166676,8.128479530392823e-05,2.949025763861494e-05,3385.0,4530.0,4561.994840744274,8878249327623.898,60000000000000.0,9362346492971.354,12976811345675.543,5084849393986.668,18061660739662.21,22944528842727.758,753214597014.783,51121750672376.1,1.2001834287955566
61200.0,1.492249747875797e-08,0.00234443041708943,0.0021820845706606393,8.117292321439535e-05,2.9536118130919905e-05,3378.0,4524.0,4559.453657079129,8736392414799.602,60000000000000.0,9307160223040.414,12955329563497.72,5074773087929.576,18030102651427.297,23074781584885.63,851563125847.0564,51263607585200.4,1.1985316189152455
61400.0,1.4944923106013725e-08,0.002344417288882525,0.0021822991128940712,8.105908799422678e-05,2.9583413554219425e-05,3371.0,4519.0,4556.67382357424,8641279522334.75,60000000000000.0,9252294062962.242,12959647904914.967,5061911025277.6875,18021558930192.656,23183343614685.152,901523869825.2037,51358720477665.25,1.1968508230868404
61600.0,1.4967708788999817e-08,0.0023444204926304666,0.0021825318496444066,8.094432149303001e-05,2.963167752698852e-05,3364.0,4513.0,4553.673330345831,8522609421480.773,60000000000000.0,9197747386655.697,12940755471405.46,5049616715228.026,17990372186633.49,23313637692121.668,975633313108.365,51477390578519.23,1.1951562767402304
61800.0,1.499081839007178e-08,0.00234443872320593,0.002182781179643267,8.082877178133157e-05,2.9680818081652795e-05,3356.0,4507.0,4550.465682688638,8403197941794.328,60000000000000.0,9135798729501.844,12923245533305.658,5043883375487.22,17967128908792.88,23443950958379.242,1049923461531.7062,51596802058205.67,1.1934501661611974
62000.0,1.501425242429915e-08,0.002344471253716088,0.0021830464105409538,8.071242158756708e-05,2.973082807230902e-05,3349.0,4501.0,4547.059572627088,8283662996536.133,60000000000000.0,9081934553045.012,12905558547721.205,5030161692329.944,17935720240051.15,23574281043320.535,1124401167047.1753,51716337003463.87,1.1917322363322402
62200.0,1.503768358744698e-08,0.0023445247144707527,0.0021833304286007047,8.059714293502402e-05,2.978109991364549e-05,3342.0,4496.0,4543.4739933500105,8212599826677.656,60000000000000.0,9028387892676.275,12910496628334.781,5015573814932.465,17926070443267.246,23682900525650.652,1150041311728.169,51787400173322.34,1.1900301279864083
62400.0,1.5059978492331508e-08,0.0023446120258156945,0.002183633994239903,8.048901578789572e-05,2.982940028216233e-05,3335.0,4490.0,4539.730822128503,8121828288027.742,60000000000000.0,8975158122314.5,12883872457357.361,5006565751556.017,17890438208913.38,23813254419525.113,1199320961219.267,51878171711972.26,1.1884336127992678
62600.0,1.50808418332758e-08,0.002344728049766071,0.0021839494940375163,8.038927786427731e-05,2.9875040277929383e-05,3329.0,4485.0,4535.87648320985,8058374725137.742,60000000000000.0,8929784348858.08,12871598644903.086,4994123063576.379,17865721708479.465,23921889001039.484,1224230216485.2258,51941625274862.26,1.1869609658829323
62800.0,1.510031131011251e-08,0.0023448679300320514,0.002184272895418795,8.029751730662831e-05,2.9918038809457473e-05,3323.0,4481.0,4531.952274025777,8021749620782.164,60000000000000.0,8884642538304.83,12874894321332.943,4985141274113.077,17860035595446.02,24008799324637.215,1224772920829.7766,51978250379217.836,1.1856061060927885
63000.0,1.5118478779323592e-08,0.0023450281780749583,0.002184601961249238,8.021310841286006e-05,2.9958546411352214e-05,3318.0,4476.0,4527.9876034562585,7965843036556.125,60000000000000.0,8847201272284.117,12845792388450.053,4974860005828.805,17820652394278.86,24117438814695.08,1248864482185.8203,52034156963443.875,1.1843597948341473
63200.0,1.5135394512276784e-08,0.0023452071506715627,0.0021849357464764963,8.013570209753317e-05,2.9996648855517508e-05,3313.0,4472.0,4524.017379830858,7911260397041.578,60000000000000.0,8809920589652.748,12833326616282.41,4967473209857.684,17800799826140.094,24204350384533.54,1273668802632.042,52088739602958.42,1.1832168778028367
63400.0,1.5150865940557975e-08,0.0023454057438253534,0.0021852732690760667,8.006623737464333e-05,3.0031950018339195e-05,3308.0,4469.0,4520.067098420834,7908514271148.0625,60000000000000.0,8772800262247.025,12836540578413.916,4963555378311.236,17800095956725.152,24269533353988.984,1249056155890.7815,52091485728851.94,1.1821912196956035
63600.0,1.5164919410521878e-08,0.0023456203263696163,0.002185611486893156,8.000441973823012e-05,3.0064459115598623e-05,3304.0,4466.0,4516.168537663364,7909638256401.4375,60000000000000.0,8743219302758.944,12831096366563.553,4957293745154.95,17788390111718.504,24334715220246.625,1224037108874.4858,52090361743598.56,1.1812784720832976
63800.0,1.517762466249944e-08,0.0023458481819370793,0.0021859486252459198,7.994977834557978e-05,3.0094288718207152e-05,3301.0,4463.0,4512.342659831782,7914378044733.891,60000000000000.0,8721100766234.501,12817508427116.854,4948456855570.913,17765965282687.766,24399895536540.793,1198660369803.0503,52085621955266.11,1.1804716828954789
64000.0,1.5189101107382814e-08,0.002346086394488466,0.0021862831981505296,7.99015981689682e-05,3.0121653883783198e-05,3298.0,4461.0,4508.614834114855,7945123642326.469,60000000000000.0,8699039760457.884,12821185842066.72,4942239934889.449,17763425776956.17,24443347999021.06,1149062821238.421,52054876357673.53,1.1797602946296974
64200.0,1.5199313589181275e-08,0.002346335261493601,0.00218661518760319,7.986003694520532e-05,3.0146483436460994e-05,3295.0,4458.0,4504.992880318082,7955814873601.93,60000000000000.0,8677036236145.738,12794127401249.006,4941372479566.768,17735499880815.773,24508524739230.152,1123124270206.4072,52044185126398.07,1.179146636296006
64400.0,1.520814811801972e-08,0.0023465949314581454,0.002186943660959335,7.982563524940533e-05,3.0168537174069454e-05,3293.0,4457.0,4501.503376966317,7991191077885.18,60000000000000.0,8662399129747.111,12806838779613.246,4935347763179.35,17742186542792.594,24530249732175.99,1073973517399.1213,52008808922114.82,1.178638689575254
64600.0,1.5215573607413125e-08,0.002346863484865899,0.002187266566012297,7.979845942680092e-05,3.0187723781024576e-05,3291.0,4455.0,4498.159003371153,8006781115671.6875,60000000000000.0,8647787534159.832,12788226217950.5,4935057492209.491,17723283710159.992,24573698738100.63,1048448901907.8589,51993218884328.31,1.1782374340657613
64800.0,1.522165312171986e-08,0.0023471387087652053,0.002187582490142161,7.977810931152204e-05,3.0204147540476185e-05,3290.0,4454.0,4494.975406622054,8073525185175.078,60000000000000.0,8640491298357.183,12785827489190.562,4930758577337.082,17716586066527.645,24595422717985.668,973974731954.4185,51926474814824.92,1.1779369612523591
65000.0,1.5226506984291132e-08,0.002347417923411737,0.00218789013598207,7.976389371483353e-05,3.021802805116625e-05,3289.0,4454.0,4491.97568528385,8141134046538.555,60000000000000.0,8633201434781.44,12801069773513.62,4928903070318.99,17729972843832.61,24595422717985.668,900268956861.729,51858865953461.445,1.1777270656192067
65200.0,1.5230185675860556e-08,0.0023476994328509014,0.0021881884329198686,7.97554999655164e-05,3.0229449583472987e-05,3289.0,4453.0,4489.138723377755,8163778434954.57,60000000000000.0,8633201434781.44,12785728858401.168,4925073453923.848,17710802312325.016,24617146327090.02,875071490848.9523,51836221565045.43,1.1776031305241101
65400.0,1.5233301959236147e-08,0.0023479745840705567,0.002188475307535006,7.974963826777527e-05,3.023959883551963e-05,3288.0,4453.0,4486.505443165345,8234900413413.633,60000000000000.0,8625917941607.295,12792431774013.39,4928335197730.66,17720766971744.05,24617146327090.02,801268346145.0063,51765099586586.37,1.1775165815887625
65600.0,1.5235970420817623e-08,0.0023482441881076646,0.0021887526379246276,7.974577509151852e-05,3.0248728720723385e-05,3288.0,4453.0,4484.064247114149,8282436843775.672,60000000000000.0,8625917941607.295,12796379084048.805,4925966811709.411,17722345895758.215,24617146327090.02,752152991768.7948,51717563156224.33,1.1774595411532354
65800.0,1.5238235220763192e-08,0.0023485085822875507,0.002189021171903977,7.974370519178687e-05,3.0256936852302756e-05,3288.0,4453.0,4481.809870257207,8355241154713.18,60000000000000.0,8625917941607.295,12798494062874.521,4924697824413.981,17723191887288.504,24617146327090.02,678502689301.0088,51644758845286.82,1.177428978741804
66000.0,1.5240042586103425e-08,0.002348769169257065,0.002189281694151182,7.974373755294164e-05,3.0264126944370712e-05,3288.0,4453.0,4479.723279095928,8404291463278.414,60000000000000.0,8625917941607.295,12798460996945.738,4924717663971.251,17723178660916.99,24617146327090.02,629465607107.29,51595708536721.586,1.1774294565595993
66200.0,1.5241378479001425e-08,0.0023490263797435384,0.0021895344706137107,7.974595456491386e-05,3.0270274429986107e-05,3288.0,4453.0,4477.790867680243,8454202428690.992,60000000000000.0,8625917941607.295,12796195702010.951,4926076840932.123,17722272542943.074,24617146327090.02,580460759668.6184,51545797571309.01,1.1774621911075618
66400.0,1.5242274207885344e-08,0.0023492802214984095,0.0021897798145834473,7.975020345748107e-05,3.0275445475532728e-05,3288.0,4453.0,4475.999406604089,8480481388969.43,60000000000000.0,8625917941607.295,12791854275382.904,4928681696908.951,17720535972291.855,24617146327090.02,555918370041.3992,51519518611030.57,1.1775249267081234
66600.0,1.5242788290948798e-08,0.0023495303713973264,0.0021900179956616792,7.975618786782357e-05,3.027975974283139e-05,3289.0,4453.0,4474.350069263377,8532148830468.102,60000000000000.0,8633201434781.44,12785026380868.943,4925494940443.183,17710521321312.125,24617146327090.02,506982086348.3125,51467851169531.9,1.1776132875152991
66800.0,1.524290914704084e-08,0.002349777327433199,0.002190249364545371,7.976398144391404e-05,3.028319881501467e-05,3289.0,4454.0,4472.834732382256,8607228725997.172,60000000000000.0,8633201434781.44,12800980092935.076,4928956878666.116,17729936971601.19,24595422717985.668,434210149634.5278,51392771274002.83,1.177728360953571
67000.0,1.5242799821630517e-08,0.0023500179669025275,0.002190472600232611,7.977268333495815e-05,3.0286068134568328e-05,3290.0,4454.0,4471.492002491134,8635539035506.297,60000000000000.0,8640491298357.183,12791370957757.512,4927432496196.913,17718803453954.426,24595422717985.668,409743494196.42395,51364460964493.7,1.1778568458121632
67200.0,1.524202197549185e-08,0.002350260746826043,0.0021906913074918083,7.978471966711741e-05,3.0287546376022052e-05,3290.0,4455.0,4470.259790352128,8687977699208.633,60000000000000.0,8640491298357.183,12802986718995.688,4933497427385.028,17736484146380.715,24573698738100.63,361348117952.83453,51312022300791.37,1.1780345642445835
67400.0,1.5240194053732394e-08,0.0023505091224742362,0.0021909049786247668,7.980207192473474e-05,3.0286867867749482e-05,3292.0,4456.0,4469.177785890427,8743186429940.711,60000000000000.0,8655090144014.71,12807733555051.91,4929085080565.078,17736818635616.99,24551974403981.777,312930386445.81494,51256813570059.29,1.1782907731944448
67600.0,1.5237180639036116e-08,0.0023507608341426615,0.0021911101746480274,7.982532974731707e-05,3.0283715352723978e-05,3293.0,4457.0,4468.262551729771,8800522398588.664,60000000000000.0,8662399129747.111,12807151322814.459,4935160237258.622,17742311560073.082,24530249732175.99,264517179415.14987,51199477601411.336,1.17863417878646
67800.0,1.5232921148244844e-08,0.002351015120515345,0.0021913055772751476,7.985477162009862e-05,3.0277949604195836e-05,3295.0,4458.0,4467.512098549992,8860641424651.164,60000000000000.0,8677036236145.738,12799513395990.205,4938140882722.048,17737654278712.254,24508524739230.152,216143321260.6956,51139358575348.836,1.1790688929011108
68000.0,1.5227403302015746e-08,0.0023512714691848614,0.0021914905656813892,7.989045175173606e-05,3.026953708879063e-05,3297.0,4460.0,4466.92316144933,8946276495804.703,60000000000000.0,8691698867958.204,12809395497706.287,4943619519754.537,17753015017460.824,24465073856105.812,143935762670.45175,51053723504195.3,1.179595715938167
68200.0,1.522091029763771e-08,0.0023515242937230904,0.002191662676279312,7.993080872188913e-05,3.0259006309925167e-05,3300.0,4462.0,4466.542817285153,9009979019847.398,60000000000000.0,8713740707770.729,12813743097346.947,4945040301630.851,17758783398977.797,24421621886983.758,95874986420.32364,50990020980152.6,1.1801915932683984
68400.0,1.5213420955591496e-08,0.0023517747413528615,0.0021918227451049894,7.997599812393607e-05,3.0246326467686267e-05,3303.0,4464.0,4466.325439723863,9075602793929.234,60000000000000.0,8735840061903.303,12813108682490.459,4949393350059.005,17762502032549.465,24378168964239.03,47886147378.97118,50924397206070.766,1.1808588222537348
68600.0,1.5205087410382458e-08,0.0023520214629491267,0.002191970977399954,8.00252427745863e-05,3.0231802688485696e-05,3306.0,4467.0,4467.0,9141921497467.438,60000000000000.0,8757996979639.269,12832208174681.66,4954885266561.897,17787093441243.56,24312988081649.734,0.0,50858078502532.56,1.1815859276545204
68800.0,1.5195375305644912e-08,0.0023522747696447842,0.002192111705931539,8.008153185662262e-05,3.0214432109585722e-05,3309.0,4470.0,4470.0,9163261457833.023,60000000000000.0,8780211510261.974,12844040557398.582,4964680676487.562,17808721233886.145,24247805798018.86,0.0,50836738542166.98,1.1824170452482783
69000.0,1.5184198800642252e-08,0.0023525374812557094,0.0021922466601976063,8.014541052905151e-05,3.0194067526154254e-05,3313.0,4473.0,4473.0,9188036651604.36,60000000000000.0,8809920589652.748,12847285810877.021,4972134387753.791,17819420198630.812,24182622560112.082,0.0,50811963348395.64,1.1833602243977852
69200.0,1.517189086356655e-08,0.0023528035016781436,0.0021923733748984036,8.021506338986998e-05,3.017133680127248e-05,3318.0,4476.0,4476.0,9215511519191.969,60000000000000.0,8847201272284.117,12843782387324.994,4976066006503.84,17819848393828.836,24117438814695.08,0.0,50784488480808.03,1.18438866039261
69400.0,1.5159300421398438e-08,0.002353062517510835,0.002192490564091363,8.028597670973591e-05,3.0147910434591765e-05,3322.0,4480.0,4480.0,9242356887602.734,60000000000000.0,8877141427477.693,12863580644126.855,4986393903926.406,17849974548053.26,24030527136866.316,0.0,50757643112397.266,1.1854357072734658
69600.0,1.5146778729440993e-08,0.002353314744954695,0.002192601888462158,8.035642824626849e-05,3.012453754702455e-05,3327.0,4483.0,4483.0,9270229276626.25,60000000000000.0,8914711324487.734,12859082863753.525,4990632590451.636,17849715454205.16,23965343944680.86,0.0,50729770723373.75,1.1864759358471297
69800.0,1.5134428274375157e-08,0.0023535606118314013,0.0021927087653303315,8.04259232505349e-05,3.010144165569448e-05,3331.0,4487.0,4487.0,9296552716555.086,60000000000000.0,8944883146884.352,12880183582524.174,4999945927948.283,17880129510472.457,23878434626088.105,0.0,50703447283444.914,1.18750204106389
70000.0,1.5122279141238364e-08,0.0023538003018414065,0.0021928116729714097,8.04943144349984e-05,3.0078689360431374e-05,3335.0,4490.0,4490.0,9323337735228.578,60000000000000.0,8975158122314.5,12878401242403.432,5009848480528.374,17888249722931.805,23813254419525.113,0.0,50676662264771.42,1.1885118481989374
70200.0,1.511031856914366e-08,0.0023540343180993187,0.002192910963360127,8.056167736959579e-05,3.0056260290085802e-05,3340.0,4494.0,4494.0,9349143584177.75,60000000000000.0,9013147078523.271,12900790336199.377,5010568297743.3545,17911358633942.73,23726350703356.246,0.0,50650856415822.25,1.1895064730548717
70400.0,1.5098494651984264e-08,0.002354263372273255,0.002193006792273606,8.062828999982441e-05,3.0034053494702338e-05,3344.0,4497.0,4497.0,9375252897852.062,60000000000000.0,9043654575401.28,12900691840563.193,5019224771376.826,17919916611940.02,23661175914806.633,0.0,50624747102147.94,1.1904900195428705
70600.0,1.5086783498140336e-08,0.0023544875142300675,0.0021930989747609856,8.069426973454099e-05,3.001201906286939e-05,3348.0,4500.0,4500.0,9401127603111.5,60000000000000.0,9074265604977.164,12901176799349.033,5027425799690.088,17928602599039.12,23596004192872.215,0.0,50598872396888.5,1.191464221224096
70800.0,1.5075174688670602e-08,0.002354706800304166,0.0021931874648242564,8.075966773995482e-05,2.9990135782938633e-05,3352.0,4504.0,4504.0,9425895188186.031,60000000000000.0,9104980284070.762,12926147982886.902,5033862498208.292,17960010481095.195,23509114046648.008,0.0,50574104811813.97,1.1924298335760801
71000.0,1.506366420455541e-08,0.0023549212633385773,0.0021932722578723004,8.08245027331385e-05,2.9968395737830318e-05,3356.0,4507.0,4507.0,9451349733373.68,60000000000000.0,9135798729501.844,12927674708186.549,5041225870558.685,17968900578745.234,23443950958379.242,0.0,50548650266626.32,1.1933871329594907
71200.0,1.5052247155471234e-08,0.0023551309845746765,0.0021933533853887625,8.088879959295705e-05,2.994678976647974e-05,3360.0,4510.0,4510.0,9476606670287.0,60000000000000.0,9166721058090.227,12929691249501.086,5048188947340.278,17977880196841.363,23378792074781.41,0.0,50523393329713.0,1.19433648671488
71400.0,1.504091572109817e-08,0.0023553360738044187,0.0021934308757388544,8.095259903278217e-05,2.992530283113309e-05,3364.0,4513.0,4513.0,9501682301549.875,60000000000000.0,9197747386655.697,12932156554003.646,5054776065669.115,17986932619672.76,23313637692121.668,0.0,50498317698450.125,1.1952784959819052
71600.0,1.5029665045331233e-08,0.0023555365796181704,0.002193504729544974,8.101592503659814e-05,2.9903925408481793e-05,3368.0,4517.0,4517.0,9525686915465.969,60000000000000.0,9228877832018.084,12959010015900.414,5059652541180.875,18018662557081.29,23226772695434.656,0.0,50474313084534.03,1.196213514888056
71800.0,1.5018492093793577e-08,0.002355732544769932,0.002193574959994595,8.107879238766855e-05,2.9882651768169555e-05,3372.0,4520.0,4520.0,9550424474076.14,60000000000000.0,9260112510997.164,12962308847695.734,5065524200117.05,18027833047812.785,23161629967113.91,0.0,50449575525923.86,1.1971417617106612
